"","species","year","stock","area","Landings","Landings_total","proportion_landings","advice","ICES_cat","advice_corrected","rel_advice","diff_advice","cat_group","latin_name","species_code","Linf","Lmat","Fecundity"
"1","Blonde ray",2018,"rjh.27.7e","Celtic Seas",735.126175,735.126175,1,333,5,333,1.20758611111111,402.126175,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"2","Blonde ray",2017,"rjh.27.4a6","Celtic Seas",5.99141,5.99141,1,6,5,6,-0.00143166666666661,-0.00858999999999988,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"3","Blonde ray",2016,"rjh.27.9a","Bay of Biscay and Iberian coast",221.6664,221.6664,1,200,3,200,0.108332,21.6664,"Category 3","Raja brachyura","RJH",125,82,42
"4","Blonde ray",2016,"rjh.27.4a6","Celtic Seas",13.67691,13.83791,0.988365295048168,6,5,5.93019177028901,1.30631833333333,7.74671822971099,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"5","Blonde ray",2020,"rjh.27.4a6","Celtic Seas",21.32783,21.47432,0.993178363738642,9,5,8.93860527364778,1.38603555555556,12.3892247263522,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"6","Blonde ray",2022,"rjh.27.7afg","Celtic Seas",1342.10161,1342.10161,1,716,5,716,0.874443589385475,626.10161,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"7","Blonde ray",2019,"rjh.27.4a6","Celtic Seas",34.6579,35.3543,0.980302254605522,9,5,8.8227202914497,2.92825555555555,25.8351797085503,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"8","Blonde ray",2017,"rjh.27.9a","Bay of Biscay and Iberian coast",235.866,235.866,1,177,3,177,0.332576271186441,58.866,"Category 3","Raja brachyura","RJH",125,82,42
"9","Blonde ray",2019,"rjh.27.9a","Bay of Biscay and Iberian coast",262.7987,262.7987,1,212,3,212,0.239616509433962,50.7987,"Category 3","Raja brachyura","RJH",125,82,42
"10","Blonde ray",2021,"rjh.27.9a","Bay of Biscay and Iberian coast",277.78631,277.78631,1,254,3,254,0.0936468897637797,23.78631,"Category 3","Raja brachyura","RJH",125,82,42
"11","Blonde ray",2018,"rjh.27.4bc7d","Greater North Sea",254.83533,254.83533,1,195,3,195,0.306847846153846,59.83533,"Category 3","Raja brachyura","RJH",125,82,42
"12","Blonde ray",2018,"rjh.27.7afg","Celtic Seas",1076.502805,1076.502805,1,895,5,895,0.202796430167598,181.502805,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"13","Blonde ray",2022,"rjh.27.4a6","Celtic Seas",4.555389,5.395389,0.844311503767384,7,5,5.91018052637169,-0.229230142857143,-1.35479152637169,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"14","Blonde ray",2016,"rjh.27.4bc7d","Greater North Sea",182.93209,182.93209,1,162,3,162,0.129210432098765,20.93209,"Category 3","Raja brachyura","RJH",125,82,42
"15","Blonde ray",2017,"rjh.27.7e","Celtic Seas",504.05635,504.05635,1,333,5,333,0.513682732732733,171.05635,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"16","Blonde ray",2021,"rjh.27.4a6","Celtic Seas",14.33671,14.59447,0.982338515889923,9,5,8.8410466430093,0.621607777777778,5.4956633569907,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"17","Blonde ray",2022,"rjh.27.7e","Celtic Seas",1080.139,1080.139,1,266,5,266,3.06067293233083,814.139,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"18","Blonde ray",2022,"rjh.27.4a6","Greater North Sea",0.84,5.395389,0.155688496232616,7,5,1.08981947362831,-0.229230142857143,-0.249819473628315,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"19","Blonde ray",2021,"rjh.27.4bc7d","Greater North Sea",298.81763,298.81763,1,164,3,164,0.822058719512195,134.81763,"Category 3","Raja brachyura","RJH",125,82,42
"20","Blonde ray",2021,"rjh.27.7e","Celtic Seas",992.01596,992.01596,1,266,5,266,2.72938330827068,726.01596,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"21","Blonde ray",2019,"rjh.27.4a6","Greater North Sea",0.6964,35.3543,0.0196977453944782,9,5,0.177279708550304,2.92825555555555,0.519120291449696,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"22","Blonde ray",2019,"rjh.27.4bc7d","Greater North Sea",253.05768,253.05768,1,195,3,195,0.297731692307692,58.05768,"Category 3","Raja brachyura","RJH",125,82,42
"23","Blonde ray",2019,"rjh.27.7afg","Celtic Seas",1615.763545,1615.763545,1,716,5,716,1.25665299581006,899.763545,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"24","Blonde ray",2018,"rjh.27.4a6","Greater North Sea",0.045,26.10551,0.00172377402318514,6,5,0.0103426441391109,3.35091833333333,0.0346573558608891,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"25","Blonde ray",2018,"rjh.27.9a","Bay of Biscay and Iberian coast",195.16787,195.16787,1,177,3,177,0.102643333333333,18.16787,"Category 3","Raja brachyura","RJH",125,82,42
"26","Blonde ray",2020,"rjh.27.9a","Bay of Biscay and Iberian coast",347.05291,347.05291,1,212,3,212,0.637042028301887,135.05291,"Category 3","Raja brachyura","RJH",125,82,42
"27","Blonde ray",2017,"rjh.27.7afg","Celtic Seas",1020.173015,1020.173015,1,895,5,895,0.139858117318436,125.173015,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"28","Blonde ray",2016,"rjh.27.7afg","Celtic Seas",1004.018117,1004.018117,1,897,5,897,0.119306707915273,107.018117,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"29","Blonde ray",2016,"rjh.27.7e","Celtic Seas",586.648,586.648,1,310,5,310,0.892412903225807,276.648,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"30","Blonde ray",2017,"rjh.27.4bc7d","Greater North Sea",240.83954,240.83954,1,162,3,162,0.486663827160494,78.83954,"Category 3","Raja brachyura","RJH",125,82,42
"31","Blonde ray",2016,"rjh.27.4a6","Greater North Sea",0.161,13.83791,0.0116347049518316,6,5,0.0698082297109896,1.30631833333333,0.0911917702890104,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"32","Blonde ray",2020,"rjh.27.7e","Celtic Seas",1013.552248,1013.552248,1,266,5,266,2.81034679699248,747.552248,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"33","Blonde ray",2021,"rjh.27.7afg","Celtic Seas",1467.440727,1467.440727,1,716,5,716,1.04949822206704,751.440727,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"34","Blonde ray",2020,"rjh.27.4a6","Greater North Sea",0.14649,21.47432,0.00682163626135775,9,5,0.0613947263522198,1.38603555555556,0.0850952736477802,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"35","Blonde ray",2020,"rjh.27.7afg","Celtic Seas",1703.27047,1703.27047,1,716,5,716,1.37886937150838,987.27047,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"36","Blonde ray",2022,"rjh.27.9a","Bay of Biscay and Iberian coast",310.8209,310.8209,1,254,3,254,0.223704330708661,56.8209,"Category 3","Raja brachyura","RJH",125,82,42
"37","Blonde ray",2019,"rjh.27.7e","Celtic Seas",896.321957,896.321957,1,266,5,266,2.36963141729323,630.321957,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"38","Blonde ray",2020,"rjh.27.4bc7d","Greater North Sea",243.07429,243.07429,1,164,3,164,0.482160304878049,79.07429,"Category 3","Raja brachyura","RJH",125,82,42
"39","Blonde ray",2022,"rjh.27.4bc7d","Greater North Sea",327.9669,327.9669,1,191,3,191,0.717104188481675,136.9669,"Category 3","Raja brachyura","RJH",125,82,42
"40","Blonde ray",2021,"rjh.27.4a6","Greater North Sea",0.25776,14.59447,0.0176614841100773,9,5,0.158953356990696,0.621607777777778,0.0988066430093042,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"41","Blonde ray",2018,"rjh.27.4a6","Celtic Seas",26.06051,26.10551,0.998276225976815,6,5,5.98965735586089,3.35091833333333,20.0708526441391,"Category 5 and 6","Raja brachyura","RJH",125,82,42
"42","Cuckoo ray",2016,"rjn.27.678abd","Celtic Seas",1955.107346,2954.709516,0.661691897431179,1998,3,1322.0604110675,0.478833591591592,633.046934932505,"Category 3","Leucoraja naevus","RJN",83,56,100
"43","Cuckoo ray",2018,"rjn.27.3a4","Greater North Sea",180.17816,180.17816,1,116,3,116,0.55326,64.17816,"Category 3","Leucoraja naevus","RJN",83,56,100
"44","Cuckoo ray",2017,"rjn.27.678abd","Greater North Sea",3.00293,2803.978703,0.00107095321258579,2734,3,2.92798608320956,0.0255957216532552,0.0749439167904371,"Category 3","Leucoraja naevus","RJN",83,56,100
"45","Cuckoo ray",2018,"rjn.27.8c","Bay of Biscay and Iberian coast",22.6549,22.6549,1,27,3,27,-0.16092962962963,-4.3451,"Category 3","Leucoraja naevus","RJN",83,56,100
"46","Cuckoo ray",2016,"rjn.27.9a","Bay of Biscay and Iberian coast",58.63576,58.63576,1,46,3,46,0.274690434782609,12.63576,"Category 3","Leucoraja naevus","RJN",83,56,100
"47","Cuckoo ray",2019,"rjn.27.9a","Bay of Biscay and Iberian coast",38.40252,38.40252,1,70,3,70,-0.451392571428571,-31.59748,"Category 3","Leucoraja naevus","RJN",83,56,100
"48","Cuckoo ray",2016,"rjn.27.678abd","Bay of Biscay and Iberian coast",996.23117,2954.709516,0.337167212074596,1998,3,673.660089725044,0.478833591591592,322.571080274956,"Category 3","Leucoraja naevus","RJN",83,56,100
"49","Cuckoo ray",2019,"rjn.27.678abd","Bay of Biscay and Iberian coast",923.48095,3107.223597,0.297204536838486,3281,3,975.128085367073,-0.052964462968607,-51.647135367073,"Category 3","Leucoraja naevus","RJN",83,56,100
"50","Cuckoo ray",2017,"rjn.27.678abd","Celtic Seas",1885.540033,2803.978703,0.672451624180542,2734,3,1838.4827405096,0.0255957216532552,47.0572924903977,"Category 3","Leucoraja naevus","RJN",83,56,100
"51","Cuckoo ray",2020,"rjn.27.8c","Bay of Biscay and Iberian coast",8.79184,8.79184,1,26,3,26,-0.661852307692308,-17.20816,"Category 3","Leucoraja naevus","RJN",83,56,100
"52","Cuckoo ray",2018,"rjn.27.9a","Bay of Biscay and Iberian coast",24.725068,24.725068,1,58,3,58,-0.573705724137931,-33.274932,"Category 3","Leucoraja naevus","RJN",83,56,100
"53","Cuckoo ray",2016,"rjn.27.8c","Bay of Biscay and Iberian coast",12.8915,12.8915,1,347,3,347,-0.962848703170029,-334.1085,"Category 3","Leucoraja naevus","RJN",83,56,100
"54","Cuckoo ray",2016,"rjn.27.3a4","Greater North Sea",168.96,168.96,1,128,3,128,0.32,40.96,"Category 3","Leucoraja naevus","RJN",83,56,100
"55","Cuckoo ray",2021,"rjn.27.678abd","Bay of Biscay and Iberian coast",772.84663,2514.53055,0.307352253087559,3150,3,968.159597225812,-0.201736333333333,-195.312967225812,"Category 3","Leucoraja naevus","RJN",83,56,100
"56","Cuckoo ray",2019,"rjn.27.678abd","Celtic Seas",2183.143647,3107.223597,0.702602686561665,3281,3,2305.23941460882,-0.052964462968607,-122.095767608822,"Category 3","Leucoraja naevus","RJN",83,56,100
"57","Cuckoo ray",2017,"rjn.27.678abd","Bay of Biscay and Iberian coast",915.43574,2803.978703,0.326477422606872,2734,3,892.589273407188,0.0255957216532554,22.8464665928118,"Category 3","Leucoraja naevus","RJN",83,56,100
"58","Cuckoo ray",2016,"rjn.27.678abd","Greater North Sea",3.371,2954.709516,0.00114089049422481,1998,3,2.27949920746118,0.478833591591591,1.09150079253882,"Category 3","Leucoraja naevus","RJN",83,56,100
"59","Cuckoo ray",2017,"rjn.27.9a","Bay of Biscay and Iberian coast",40.731,40.731,1,58,3,58,-0.297741379310345,-17.269,"Category 3","Leucoraja naevus","RJN",83,56,100
"60","Cuckoo ray",2021,"rjn.27.8c","Bay of Biscay and Iberian coast",7.3187,7.3187,1,31,3,31,-0.763912903225807,-23.6813,"Category 3","Leucoraja naevus","RJN",83,56,100
"61","Cuckoo ray",2020,"rjn.27.3a4","Greater North Sea",177.25284,177.25284,1,139,3,139,0.275200287769784,38.25284,"Category 3","Leucoraja naevus","RJN",83,56,100
"62","Cuckoo ray",2017,"rjn.27.3a4","Greater North Sea",155.33398,155.33398,1,128,3,128,0.21354671875,27.33398,"Category 3","Leucoraja naevus","RJN",83,56,100
"63","Cuckoo ray",2020,"rjn.27.678abd","Celtic Seas",1690.15103,2452.12873,0.689258687491501,3281,3,2261.45775365961,-0.252627634867419,-571.306723659613,"Category 3","Leucoraja naevus","RJN",83,56,100
"64","Cuckoo ray",2018,"rjn.27.678abd","Greater North Sea",2.96908,3037.411076,0.000977503513916863,2734,3,2.6724946070487,0.110976984637893,0.296585392951296,"Category 3","Leucoraja naevus","RJN",83,56,100
"65","Cuckoo ray",2022,"rjn.27.9a","Bay of Biscay and Iberian coast",38.987,38.987,1,84,3,84,-0.535869047619048,-45.013,"Category 3","Leucoraja naevus","RJN",83,56,100
"66","Cuckoo ray",2018,"rjn.27.678abd","Celtic Seas",1991.706246,3037.411076,0.655724956604458,2734,3,1792.75203135659,0.110976984637893,198.954214643412,"Category 3","Leucoraja naevus","RJN",83,56,100
"67","Cuckoo ray",2017,"rjn.27.8c","Bay of Biscay and Iberian coast",15.23493,15.23493,1,27,3,27,-0.435743333333333,-11.76507,"Category 3","Leucoraja naevus","RJN",83,56,100
"68","Cuckoo ray",2019,"rjn.27.3a4","Greater North Sea",202.99036,202.99036,1,116,3,116,0.749916896551724,86.99036,"Category 3","Leucoraja naevus","RJN",83,56,100
"69","Cuckoo ray",2021,"rjn.27.3a4","Greater North Sea",169.11312,169.11312,1,139,3,139,0.216641151079137,30.11312,"Category 3","Leucoraja naevus","RJN",83,56,100
"70","Cuckoo ray",2020,"rjn.27.9a","Bay of Biscay and Iberian coast",23.350995,23.350995,1,70,3,70,-0.666414357142857,-46.649005,"Category 3","Leucoraja naevus","RJN",83,56,100
"71","Cuckoo ray",2018,"rjn.27.678abd","Bay of Biscay and Iberian coast",1042.73575,3037.411076,0.343297539881625,2734,3,938.575474036363,0.110976984637893,104.160275963637,"Category 3","Leucoraja naevus","RJN",83,56,100
"72","Cuckoo ray",2019,"rjn.27.8c","Bay of Biscay and Iberian coast",13.20006,13.20006,1,26,3,26,-0.492305384615385,-12.79994,"Category 3","Leucoraja naevus","RJN",83,56,100
"73","Cuckoo ray",2022,"rjn.27.678abd","Celtic Seas",1623.719975,2281.261935,0.71176393648106,3150,3,2242.05639991534,-0.275789861904762,-618.336424915339,"Category 3","Leucoraja naevus","RJN",83,56,100
"74","Cuckoo ray",2021,"rjn.27.9a","Bay of Biscay and Iberian coast",22.6787,22.6787,1,84,3,84,-0.730015476190476,-61.3213,"Category 3","Leucoraja naevus","RJN",83,56,100
"75","Cuckoo ray",2022,"rjn.27.8c","Bay of Biscay and Iberian coast",16.34763,16.34763,1,31,3,31,-0.472657096774194,-14.65237,"Category 3","Leucoraja naevus","RJN",83,56,100
"76","Cuckoo ray",2020,"rjn.27.678abd","Bay of Biscay and Iberian coast",761.2937,2452.12873,0.310462371198595,3281,3,1018.62703990259,-0.252627634867419,-257.333339902591,"Category 3","Leucoraja naevus","RJN",83,56,100
"77","Cuckoo ray",2020,"rjn.27.678abd","Greater North Sea",0.684,2452.12873,0.000278941309904232,3281,3,0.915206437795784,-0.252627634867418,-0.231206437795784,"Category 3","Leucoraja naevus","RJN",83,56,100
"78","Cuckoo ray",2019,"rjn.27.678abd","Greater North Sea",0.599,3107.223597,0.000192776599848923,3281,3,0.632500024104316,-0.052964462968607,-0.0335000241043161,"Category 3","Leucoraja naevus","RJN",83,56,100
"79","Cuckoo ray",2021,"rjn.27.678abd","Greater North Sea",1.8889,2514.53055,0.000751193895814867,3150,3,2.36626077181683,-0.201736333333333,-0.477360771816831,"Category 3","Leucoraja naevus","RJN",83,56,100
"80","Cuckoo ray",2022,"rjn.27.678abd","Bay of Biscay and Iberian coast",657.54196,2281.261935,0.28823606351894,3150,3,907.943600084661,-0.275789861904762,-250.401640084661,"Category 3","Leucoraja naevus","RJN",83,56,100
"81","Cuckoo ray",2022,"rjn.27.3a4","Greater North Sea",136.07305,136.07305,1,89,3,89,0.528910674157303,47.07305,"Category 3","Leucoraja naevus","RJN",83,56,100
"82","Cuckoo ray",2021,"rjn.27.678abd","Celtic Seas",1739.79502,2514.53055,0.691896553016626,3150,3,2179.47414200237,-0.201736333333333,-439.679122002371,"Category 3","Leucoraja naevus","RJN",83,56,100
"83","Sandy ray",2020,"rji.27.67","Celtic Seas",29.72911,29.72911,1,34,5,34,-0.125614411764706,-4.27089,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"84","Sandy ray",2018,"rji.27.67","Celtic Seas",76.95615,76.95615,1,42,5,42,0.832289285714286,34.95615,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"85","Sandy ray",2019,"rji.27.67","Celtic Seas",35.61709,35.61709,1,34,5,34,0.0475614705882352,1.61709,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"86","Sandy ray",2021,"rji.27.67","Celtic Seas",49.79008,49.79008,1,34,5,34,0.464414117647059,15.79008,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"87","Sandy ray",2016,"rji.27.67","Celtic Seas",74.69785,74.69785,1,39,5,39,0.915329487179487,35.69785,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"88","Sandy ray",2022,"rji.27.67","Celtic Seas",56.876289,56.876289,1,34,5,34,0.672832029411765,22.876289,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"89","Sandy ray",2017,"rji.27.67","Celtic Seas",67.57068,67.57068,1,42,5,42,0.608825714285714,25.57068,"Category 5 and 6","Leucoraja circularis","RJI",117,95,NA
"90","Shagreen ray",2020,"rjf.27.67","Celtic Seas",180.8363,180.83666,0.999998009253212,168,5,167.99966555454,0.0764086904761905,12.8366344454603,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"91","Shagreen ray",2017,"rjf.27.67","Celtic Seas",199.68197,199.68297,0.999994992061667,210,5,209.99894833295,-0.0491287142857143,-10.31697833295,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"92","Shagreen ray",2020,"rjf.27.67","Greater North Sea",0.00036,180.83666,0.00000199074678773651,168,5,0.000334445460339734,0.0764086904761905,0.0000255545396602658,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"93","Shagreen ray",2017,"rjf.27.67","Greater North Sea",0.001,199.68297,0.00000500793833344927,210,5,0.00105166705002435,-0.0491287142857144,-0.0000516670500243462,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"94","Shagreen ray",2018,"rjf.27.67","Celtic Seas",203.49846,203.59846,0.999508837149358,210,5,209.896855801365,-0.0304835238095239,-6.39839580136513,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"95","Shagreen ray",2016,"rjf.27.67","Celtic Seas",185.40836,185.40836,1,186,5,186,-0.00318086021505382,-0.591640000000012,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"96","Shagreen ray",2018,"rjf.27.67","Greater North Sea",0.1,203.59846,0.000491162850642387,210,5,0.103144198634901,-0.0304835238095237,-0.00314419863490126,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"97","Shagreen ray",2019,"rjf.27.67","Celtic Seas",194.33844,194.33844,1,168,5,168,0.156776428571429,26.33844,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"98","Shagreen ray",2021,"rjf.27.67","Celtic Seas",182.178048,182.178048,1,168,5,168,0.0843931428571427,14.178048,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"99","Shagreen ray",2022,"rjf.27.67","Celtic Seas",207.77079,207.77079,1,168,5,168,0.236730892857143,39.77079,"Category 5 and 6","Leucoraja fullonica","RJF",110,75,NA
"100","Small-eyed ray",2022,"rje.27.7de","Greater North Sea",24.54955,65.11135,0.377039486971166,40,5,15.0815794788466,0.62778375,9.46797052115338,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"101","Small-eyed ray",2017,"rje.27.7fg","Celtic Seas",201.32289,201.32289,1,154,3,154,0.307291493506493,47.32289,"Category 3","Raja microocellata","RJE",87,73,58
"102","Small-eyed ray",2020,"rje.27.7de","Greater North Sea",36.45737,52.90862,0.689062954202926,40,5,27.562518168117,0.3227155,8.89485183188297,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"103","Small-eyed ray",2022,"rje.27.7de","Celtic Seas",40.5618,65.11135,0.622960513028834,40,5,24.9184205211534,0.62778375,15.6433794788466,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"104","Small-eyed ray",2020,"rje.27.7fg","Celtic Seas",230.22925,230.22925,1,192,3,192,0.199110677083333,38.22925,"Category 3","Raja microocellata","RJE",87,73,58
