"","species","year","stock","area","Landings","Landings_total","proportion_landings","advice","ICES_cat","advice_corrected","rel_advice","diff_advice","cat_group","latin_name","species_code","Linf","Lmat","Fecundity"
"105","Small-eyed ray",2022,"rje.27.7fg","Celtic Seas",151.41626,151.41626,1,123,3,123,0.231026504065041,28.41626,"Category 3","Raja microocellata","RJE",87,73,58
"106","Small-eyed ray",2019,"rje.27.7de","Celtic Seas",15.48577,50.36327,0.307481424458737,40,5,12.2992569783495,0.25908175,3.1865130216505,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"107","Small-eyed ray",2019,"rje.27.7de","Greater North Sea",34.8775,50.36327,0.692518575541263,40,5,27.7007430216505,0.25908175,7.1767569783495,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"108","Small-eyed ray",2021,"rje.27.7de","Celtic Seas",30.85342,50.87276,0.606482133070822,40,5,24.2592853228329,0.271819,6.59413467716711,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"109","Small-eyed ray",2021,"rje.27.7de","Greater North Sea",20.01934,50.87276,0.393517866929178,40,5,15.7407146771671,0.271819,4.27862532283289,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"110","Small-eyed ray",2019,"rje.27.7fg","Celtic Seas",312.54029,312.54029,1,192,3,192,0.627814010416667,120.54029,"Category 3","Raja microocellata","RJE",87,73,58
"111","Small-eyed ray",2021,"rje.27.7fg","Celtic Seas",109.64883,109.64883,1,123,3,123,-0.108546097560976,-13.35117,"Category 3","Raja microocellata","RJE",87,73,58
"112","Small-eyed ray",2020,"rje.27.7de","Celtic Seas",16.45125,52.90862,0.310937045797074,40,5,12.437481831883,0.3227155,4.01376816811703,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"113","Small-eyed ray",2018,"rje.27.7de","Greater North Sea",22.96724,38.08165,0.603105170075351,36,5,21.7117861227126,0.057823611111111,1.25545387728735,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"114","Small-eyed ray",2018,"rje.27.7de","Celtic Seas",15.11441,38.08165,0.396894829924649,36,5,14.2882138772874,0.0578236111111112,0.826196122712647,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"115","Small-eyed ray",2016,"rje.27.7fg","Celtic Seas",198.0513,198.0513,1,188,3,188,0.0534643617021275,10.0513,"Category 3","Raja microocellata","RJE",87,73,58
"116","Small-eyed ray",2017,"rje.27.7de","Greater North Sea",21.94622,36.45819,0.601955829403489,36,5,21.6704098585256,0.0127275000000002,0.275810141474388,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"117","Small-eyed ray",2016,"rje.27.7de","Greater North Sea",22.041,36.254,0.607960500910244,43,5,26.1423015391405,-0.156883720930233,-4.10130153914051,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"118","Small-eyed ray",2016,"rje.27.7de","Celtic Seas",14.213,36.254,0.392039499089756,43,5,16.8576984608595,-0.156883720930233,-2.64469846085949,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"119","Small-eyed ray",2018,"rje.27.7fg","Celtic Seas",244.6828,244.6828,1,154,3,154,0.588849350649351,90.6828,"Category 3","Raja microocellata","RJE",87,73,58
"120","Small-eyed ray",2017,"rje.27.7de","Celtic Seas",14.51197,36.45819,0.398044170596511,36,5,14.3295901414744,0.0127275,0.182379858525616,"Category 5 and 6","Raja microocellata","RJE",87,73,58
"121","Spotted ray",2018,"rjm.27.8","Bay of Biscay and Iberian coast",215.16464,215.16464,1,115,3,115,0.870996869565217,100.16464,"Category 3","Raja montagui","RJM",79,58,65
"122","Spotted ray",2020,"rjm.27.8","Bay of Biscay and Iberian coast",230.69089,230.69089,1,108,3,108,1.13602675925926,122.69089,"Category 3","Raja montagui","RJM",79,58,65
"123","Spotted ray",2017,"rjm.27.9a","Bay of Biscay and Iberian coast",99.101,99.101,1,112,5,112,-0.115169642857143,-12.899,"Category 5 and 6","Raja montagui","RJM",79,58,65
"124","Spotted ray",2020,"rjm.27.9a","Bay of Biscay and Iberian coast",69.4023,69.4023,1,108,5,108,-0.357386111111111,-38.5977,"Category 5 and 6","Raja montagui","RJM",79,58,65
"125","Spotted ray",2020,"rjm.27.7ae-h","Celtic Seas",741.493831,741.493831,1,1296,3,1296,-0.427859698302469,-554.506169,"Category 3","Raja montagui","RJM",79,58,65
"126","Spotted ray",2019,"rjm.27.67bj","Celtic Seas",77.360134,77.360134,1,80,3,80,-0.032998325,-2.639866,"Category 3","Raja montagui","RJM",79,58,65
"127","Spotted ray",2017,"rjm.27.3a47d","Greater North Sea",260.09137,260.09137,1,292,3,292,-0.109276130136986,-31.90863,"Category 3","Raja montagui","RJM",79,58,65
"128","Spotted ray",2016,"rjm.27.8","Bay of Biscay and Iberian coast",158.95276,158.95276,1,94,3,94,0.690986808510638,64.95276,"Category 3","Raja montagui","RJM",79,58,65
"129","Spotted ray",2017,"rjm.27.67bj","Celtic Seas",95.296891,95.296891,1,67,3,67,0.422341656716418,28.296891,"Category 3","Raja montagui","RJM",79,58,65
"130","Spotted ray",2021,"rjm.27.9a","Bay of Biscay and Iberian coast",112.91209,112.91209,1,108,5,108,0.0454823148148149,4.91209000000001,"Category 5 and 6","Raja montagui","RJM",79,58,65
"131","Spotted ray",2016,"rjm.27.67bj","Celtic Seas",116.09986,116.09986,1,53,3,53,1.19056339622641,63.09986,"Category 3","Raja montagui","RJM",79,58,65
"132","Spotted ray",2022,"rjm.27.9a","Bay of Biscay and Iberian coast",87.1599,87.1599,1,108,5,108,-0.192963888888889,-20.8401,"Category 5 and 6","Raja montagui","RJM",79,58,65
"133","Spotted ray",2019,"rjm.27.8","Bay of Biscay and Iberian coast",267.37286,267.37286,1,108,3,108,1.47567462962963,159.37286,"Category 3","Raja montagui","RJM",79,58,65
"134","Spotted ray",2022,"rjm.27.67bj","Celtic Seas",18.69906,18.69906,1,51,3,51,-0.633351764705882,-32.30094,"Category 3","Raja montagui","RJM",79,58,65
"135","Spotted ray",2022,"rjm.27.7ae-h","Celtic Seas",602.396295,602.396295,1,1041,3,1041,-0.421329207492795,-438.603705,"Category 3","Raja montagui","RJM",79,58,65
"136","Spotted ray",2022,"rjm.27.8","Bay of Biscay and Iberian coast",135.14126,135.14126,1,129,3,129,0.0476066666666666,6.14125999999999,"Category 3","Raja montagui","RJM",79,58,65
"137","Spotted ray",2018,"rjm.27.7ae-h","Celtic Seas",1000.972041,1000.972041,1,1197,3,1197,-0.163766047619048,-196.027959,"Category 3","Raja montagui","RJM",79,58,65
"138","Spotted ray",2021,"rjm.27.3a47d","Greater North Sea",275.05677,275.05677,1,301,3,301,-0.0861901328903656,-25.94323,"Category 3","Raja montagui","RJM",79,58,65
"139","Spotted ray",2016,"rjm.27.9a","Bay of Biscay and Iberian coast",73.1316,73.1316,1,106,5,106,-0.310079245283019,-32.8684,"Category 5 and 6","Raja montagui","RJM",79,58,65
"140","Spotted ray",2017,"rjm.27.7ae-h","Celtic Seas",762.169825,762.169825,1,1197,3,1197,-0.363266645781119,-434.830175,"Category 3","Raja montagui","RJM",79,58,65
"141","Spotted ray",2019,"rjm.27.3a47d","Greater North Sea",339.33373,339.33373,1,291,3,291,0.16609529209622,48.33373,"Category 3","Raja montagui","RJM",79,58,65
"142","Spotted ray",2021,"rjm.27.7ae-h","Celtic Seas",821.72031,821.72031,1,1041,3,1041,-0.210643314121037,-219.27969,"Category 3","Raja montagui","RJM",79,58,65
"143","Spotted ray",2021,"rjm.27.8","Bay of Biscay and Iberian coast",219.62709,219.62709,1,129,3,129,0.702535581395349,90.62709,"Category 3","Raja montagui","RJM",79,58,65
"144","Spotted ray",2016,"rjm.27.3a47d","Greater North Sea",223.83306,223.83306,1,292,3,292,-0.233448424657534,-68.16694,"Category 3","Raja montagui","RJM",79,58,65
"145","Spotted ray",2017,"rjm.27.8","Bay of Biscay and Iberian coast",179.68448,179.68448,1,115,3,115,0.562473739130435,64.68448,"Category 3","Raja montagui","RJM",79,58,65
"146","Spotted ray",2020,"rjm.27.67bj","Celtic Seas",5.333655,5.333655,1,80,3,80,-0.9333293125,-74.666345,"Category 3","Raja montagui","RJM",79,58,65
"147","Spotted ray",2022,"rjm.27.3a47d","Greater North Sea",238.58993,238.58993,1,232,3,232,0.0284048706896551,6.58993000000001,"Category 3","Raja montagui","RJM",79,58,65
"148","Spotted ray",2020,"rjm.27.3a47d","Greater North Sea",256.25552,256.25552,1,301,3,301,-0.148652757475083,-44.74448,"Category 3","Raja montagui","RJM",79,58,65
"149","Spotted ray",2021,"rjm.27.67bj","Celtic Seas",33.9407,33.9407,1,51,3,51,-0.334496078431373,-17.0593,"Category 3","Raja montagui","RJM",79,58,65
"150","Spotted ray",2018,"rjm.27.9a","Bay of Biscay and Iberian coast",61.56943,61.56943,1,112,5,112,-0.450272946428571,-50.43057,"Category 5 and 6","Raja montagui","RJM",79,58,65
"151","Spotted ray",2019,"rjm.27.9a","Bay of Biscay and Iberian coast",90.38494,90.38494,1,108,5,108,-0.163102407407407,-17.61506,"Category 5 and 6","Raja montagui","RJM",79,58,65
"152","Spotted ray",2018,"rjm.27.3a47d","Greater North Sea",356.05768,356.05768,1,291,3,291,0.223565910652921,65.05768,"Category 3","Raja montagui","RJM",79,58,65
"153","Spotted ray",2019,"rjm.27.7ae-h","Celtic Seas",1011.59239,1011.59239,1,1296,3,1296,-0.219450316358025,-284.40761,"Category 3","Raja montagui","RJM",79,58,65
"154","Spotted ray",2018,"rjm.27.67bj","Celtic Seas",104.439612,104.439612,1,67,3,67,0.558800179104478,37.439612,"Category 3","Raja montagui","RJM",79,58,65
"155","Spotted ray",2016,"rjm.27.7ae-h","Celtic Seas",946.931315,946.931315,1,1118,3,1118,-0.153013135062612,-171.068685,"Category 3","Raja montagui","RJM",79,58,65
"156","Thornback ray",2016,"rjc.27.3a47d","Greater North Sea",1807.43119,1807.43119,1,2110,3,2110,-0.14339754028436,-302.56881,"Category 3","Raja clavata","RJC",114,74,76
"157","Thornback ray",2016,"rjc.27.6","Celtic Seas",259.560511,259.560511,1,205,3,205,0.266148834146342,54.560511,"Category 3","Raja clavata","RJC",114,74,76
"158","Thornback ray",2016,"rjc.27.7afg","Celtic Seas",861.04457,861.04457,1,1235,3,1235,-0.30279791902834,-373.95543,"Category 3","Raja clavata","RJC",114,74,76
"159","Thornback ray",2016,"rjc.27.8","Bay of Biscay and Iberian coast",372.612027,372.612027,1,238,3,238,0.56559675210084,134.612027,"Category 3","Raja clavata","RJC",114,74,76
"160","Thornback ray",2016,"rjc.27.9a","Bay of Biscay and Iberian coast",681.8854,681.8854,1,911,3,911,-0.251497914379802,-229.1146,"Category 3","Raja clavata","RJC",114,74,76
"161","Thornback ray",2018,"rjc.27.9a","Bay of Biscay and Iberian coast",805.5859,805.5859,1,1203,3,1203,-0.330352535328346,-397.4141,"Category 3","Raja clavata","RJC",114,74,76
"162","Thornback ray",2022,"rjc.27.7e","Celtic Seas",566.19171,566.19171,1,170,5,170,2.33053947058824,396.19171,"Category 5 and 6","Raja clavata","RJC",114,74,76
"163","Thornback ray",2017,"rjc.27.3a47d","Greater North Sea",1788.72202,1788.72202,1,2110,3,2110,-0.15226444549763,-321.27798,"Category 3","Raja clavata","RJC",114,74,76
"164","Thornback ray",2017,"rjc.27.6","Celtic Seas",283.95427,283.95427,1,145,3,145,0.958305310344828,138.95427,"Category 3","Raja clavata","RJC",114,74,76
"165","Thornback ray",2017,"rjc.27.7afg","Celtic Seas",877.760839,877.760839,1,1386,3,1386,-0.366694921356421,-508.239161,"Category 3","Raja clavata","RJC",114,74,76
"166","Thornback ray",2017,"rjc.27.8","Bay of Biscay and Iberian coast",368.66681,368.66681,1,434,3,434,-0.150537304147465,-65.33319,"Category 3","Raja clavata","RJC",114,74,76
"167","Thornback ray",2017,"rjc.27.9a","Bay of Biscay and Iberian coast",743.847,743.847,1,1203,3,1203,-0.381673316708229,-459.153,"Category 3","Raja clavata","RJC",114,74,76
"168","Thornback ray",2019,"rjc.27.9a","Bay of Biscay and Iberian coast",802.31034,802.31034,1,1431,3,1431,-0.439335890985325,-628.68966,"Category 3","Raja clavata","RJC",114,74,76
"169","Thornback ray",2019,"rjc.27.7e","Celtic Seas",490.09229,490.09229,1,212,5,212,1.31175608490566,278.09229,"Category 5 and 6","Raja clavata","RJC",114,74,76
"170","Thornback ray",2018,"rjc.27.3a47d","Greater North Sea",2218.43005,2218.43005,1,2574,3,2574,-0.138139063714064,-355.56995,"Category 3","Raja clavata","RJC",114,74,76
"171","Thornback ray",2018,"rjc.27.6","Celtic Seas",327.83212,327.83212,1,145,3,145,1.26091117241379,182.83212,"Category 3","Raja clavata","RJC",114,74,76
"172","Thornback ray",2018,"rjc.27.7afg","Celtic Seas",840.250726,840.250726,1,1386,3,1386,-0.393758494949495,-545.749274,"Category 3","Raja clavata","RJC",114,74,76
"173","Thornback ray",2017,"rjc.27.7e","Celtic Seas",371.886352,371.886352,1,212,5,212,0.754180905660377,159.886352,"Category 5 and 6","Raja clavata","RJC",114,74,76
"174","Thornback ray",2020,"rjc.27.8","Bay of Biscay and Iberian coast",523.12956,523.12956,1,276,3,276,0.895396956521739,247.12956,"Category 3","Raja clavata","RJC",114,74,76
"175","Thornback ray",2016,"rjc.27.7e","Celtic Seas",423.033,423.033,1,260,5,260,0.62705,163.033,"Category 5 and 6","Raja clavata","RJC",114,74,76
"176","Thornback ray",2022,"rjc.27.9a","Bay of Biscay and Iberian coast",1089.9927,1089.9927,1,1717,3,1717,-0.365176062900408,-627.0073,"Category 3","Raja clavata","RJC",114,74,76
"177","Thornback ray",2019,"rjc.27.3a47d","Greater North Sea",2212.98583,2212.98583,1,2574,3,2574,-0.140254145299145,-361.01417,"Category 3","Raja clavata","RJC",114,74,76
"178","Thornback ray",2019,"rjc.27.6","Celtic Seas",395.59086,395.59086,1,174,3,174,1.27351068965517,221.59086,"Category 3","Raja clavata","RJC",114,74,76
"179","Thornback ray",2021,"rjc.27.7e","Celtic Seas",541.1399,541.1399,1,170,5,170,2.18317588235294,371.1399,"Category 5 and 6","Raja clavata","RJC",114,74,76
"180","Thornback ray",2019,"rjc.27.8","Bay of Biscay and Iberian coast",513.09409,513.09409,1,276,3,276,0.859036557971015,237.09409,"Category 3","Raja clavata","RJC",114,74,76
"181","Thornback ray",2021,"rjc.27.8","Bay of Biscay and Iberian coast",538.17961,538.17961,1,389,3,389,0.383495141388175,149.17961,"Category 3","Raja clavata","RJC",114,74,76
"182","Thornback ray",2021,"rjc.27.9a","Bay of Biscay and Iberian coast",941.573,941.573,1,1717,3,1717,-0.451617355853232,-775.427,"Category 3","Raja clavata","RJC",114,74,76
"183","Thornback ray",2020,"rjc.27.7e","Celtic Seas",463.969381,463.969381,1,212,5,212,1.18853481603774,251.969381,"Category 5 and 6","Raja clavata","RJC",114,74,76
"184","Thornback ray",2020,"rjc.27.3a47d","Greater North Sea",2241.42775,2241.42775,1,2237,3,2237,0.00197932498882425,4.42774999999983,"Category 3","Raja clavata","RJC",114,74,76
"185","Thornback ray",2020,"rjc.27.6","Celtic Seas",261.12455,261.12455,1,174,3,174,0.500715804597701,87.12455,"Category 3","Raja clavata","RJC",114,74,76
"186","Thornback ray",2018,"rjc.27.8","Bay of Biscay and Iberian coast",529.30251,529.30251,1,434,3,434,0.219591036866359,95.30251,"Category 3","Raja clavata","RJC",114,74,76
"187","Thornback ray",2022,"rjc.27.7afg","Celtic Seas",1005.441102,1005.441102,1,1596,3,1596,-0.370024372180451,-590.558898,"Category 3","Raja clavata","RJC",114,74,76
"188","Thornback ray",2020,"rjc.27.9a","Bay of Biscay and Iberian coast",848.4259,848.4259,1,1431,3,1431,-0.407109783368274,-582.5741,"Category 3","Raja clavata","RJC",114,74,76
"189","Thornback ray",2021,"rjc.27.7afg","Celtic Seas",972.35937,972.35937,1,1596,3,1596,-0.39075227443609,-623.64063,"Category 3","Raja clavata","RJC",114,74,76
"190","Thornback ray",2022,"rjc.27.3a47d","Greater North Sea",1964.35106,1964.35106,1,2446,3,2446,-0.196912894521668,-481.64894,"Category 3","Raja clavata","RJC",114,74,76
"191","Thornback ray",2021,"rjc.27.3a47d","Greater North Sea",2237.60935,2237.60935,1,2237,3,2237,0.000272396066160141,0.609350000000177,"Category 3","Raja clavata","RJC",114,74,76
"192","Thornback ray",2019,"rjc.27.7afg","Celtic Seas",959.579684,959.579684,1,1663,3,1663,-0.422982751653638,-703.420316,"Category 3","Raja clavata","RJC",114,74,76
"193","Thornback ray",2022,"rjc.27.8","Bay of Biscay and Iberian coast",793.53887,793.53887,1,389,3,389,1.03994568123393,404.53887,"Category 3","Raja clavata","RJC",114,74,76
"194","Thornback ray",2020,"rjc.27.7afg","Celtic Seas",908.725801,908.725801,1,1663,3,1663,-0.453562356584486,-754.274199,"Category 3","Raja clavata","RJC",114,74,76
"195","Thornback ray",2018,"rjc.27.7e","Celtic Seas",437.871094,437.871094,1,212,5,212,1.06542968867925,225.871094,"Category 5 and 6","Raja clavata","RJC",114,74,76
"196","Thornback ray",2021,"rjc.27.6","Celtic Seas",241.59172,241.59172,1,137,3,137,0.763443211678832,104.59172,"Category 3","Raja clavata","RJC",114,74,76
"197","Thornback ray",2022,"rjc.27.6","Celtic Seas",205.400475,205.400475,1,137,3,137,0.499273540145985,68.400475,"Category 3","Raja clavata","RJC",114,74,76
"198","Undulate ray",2017,"rju.27.7de","Greater North Sea",21.76166,138.75948,0.156830077483715,65,3,10.1939550364415,1.13476123076923,11.5677049635585,"Category 3","Raja undulata","RJU",110,76,70
"199","Undulate ray",2018,"rju.27.7de","Greater North Sea",19.83673,143.29416,0.138433624929306,115,3,15.9198668668702,0.246036173913043,3.91686313312978,"Category 3","Raja undulata","RJU",110,76,70
"200","Undulate ray",2016,"rju.27.7de","Greater North Sea",14.159,84.263,0.168033419175676,0,3,0,1,14.159,"Category 3","Raja undulata","RJU",110,76,70
"201","Undulate ray",2017,"rju.27.7de","Celtic Seas",116.99782,138.75948,0.843169922516285,65,3,54.8060449635585,1.13476123076923,62.1917750364415,"Category 3","Raja undulata","RJU",110,76,70
"202","Undulate ray",2020,"rju.27.7de","Greater North Sea",54.98546,225.28919,0.244066126741367,115,3,28.0676045752572,0.959036434782609,26.9178554247428,"Category 3","Raja undulata","RJU",110,76,70
"203","Undulate ray",2019,"rju.27.7de","Greater North Sea",58.04978,244.26005,0.237655646103405,115,3,27.3303993018916,1.12400043478261,30.7193806981084,"Category 3","Raja undulata","RJU",110,76,70
"204","Undulate ray",2018,"rju.27.7bj","Celtic Seas",2.830323,2.830323,1,0,6,0,1,2.830323,"Category 5 and 6","Raja undulata","RJU",110,76,70
"205","Undulate ray",2019,"rju.27.7de","Celtic Seas",186.21027,244.26005,0.762344353896595,115,3,87.6696006981084,1.12400043478261,98.5406693018916,"Category 3","Raja undulata","RJU",110,76,70
"206","Undulate ray",2016,"rju.27.7de","Celtic Seas",70.104,84.263,0.831966580824324,0,3,0,1,70.104,"Category 3","Raja undulata","RJU",110,76,70
"207","Undulate ray",2020,"rju.27.7de","Celtic Seas",170.30373,225.28919,0.755933873258633,115,3,86.9323954247428,0.959036434782609,83.3713345752573,"Category 3","Raja undulata","RJU",110,76,70
"208","Undulate ray",2022,"rju.27.7de","Celtic Seas",195.6896,232.61801,0.841248706409276,183,3,153.948513272898,0.271136666666667,41.7410867271025,"Category 3","Raja undulata","RJU",110,76,70
"209","Undulate ray",2022,"rju.27.7de","Greater North Sea",36.92841,232.61801,0.158751293590724,183,3,29.0514867271025,0.271136666666667,7.87692327289749,"Category 3","Raja undulata","RJU",110,76,70
"210","Undulate ray",2019,"rju.27.7bj","Celtic Seas",0.32814,0.32814,1,0,6,0,1,0.32814,"Category 5 and 6","Raja undulata","RJU",110,76,70
"211","Undulate ray",2018,"rju.27.7de","Celtic Seas",123.45743,143.29416,0.861566375070694,115,3,99.0801331331298,0.246036173913043,24.3772968668702,"Category 3","Raja undulata","RJU",110,76,70
"212","Undulate ray",2021,"rju.27.7de","Greater North Sea",33.19662,204.80768,0.162086792839019,183,3,29.6618830895404,0.119167650273224,3.53473691045961,"Category 3","Raja undulata","RJU",110,76,70
"213","Undulate ray",2020,"rju.27.7bj","Celtic Seas",0.2822,0.2822,1,0,6,0,1,0.2822,"Category 5 and 6","Raja undulata","RJU",110,76,70
"214","Undulate ray",2017,"rju.27.7bj","Celtic Seas",1.3424,1.3424,1,0,6,0,1,1.3424,"Category 5 and 6","Raja undulata","RJU",110,76,70
"215","Undulate ray",2021,"rju.27.7de","Celtic Seas",171.61106,204.80768,0.837913207160981,183,3,153.33811691046,0.119167650273224,18.2729430895404,"Category 3","Raja undulata","RJU",110,76,70
"216","Undulate ray",2016,"rju.27.7bj","Celtic Seas",0.855,0.855,1,0,6,0,1,0.855,"Category 5 and 6","Raja undulata","RJU",110,76,70
